duel_outcome,duel_type,pass_length,pass_outcome,period,shot_body_part,shot_first_time,shot_outcome,shot_technique,timestamp
N/A,N/A,7.3,Complete,1,N/A,N/A,N/A,N/A,00:00:00.500
N/A,N/A,3.9,Complete,1,N/A,N/A,N/A,N/A,00:00:00.986
N/A,N/A,30.1,Complete,1,N/A,N/A,N/A,N/A,00:00:04.078
N/A,N/A,35.2,Complete,1,N/A,N/A,N/A,N/A,00:00:07.214
N/A,N/A,29.6,Complete,1,N/A,N/A,N/A,N/A,00:00:13.855
N/A,N/A,20.4,Out,1,N/A,N/A,N/A,N/A,00:00:20.324
N/A,N/A,10.3,Complete,1,N/A,N/A,N/A,N/A,00:00:35.682
N/A,N/A,5.7,Complete,1,N/A,N/A,N/A,N/A,00:00:36.753
N/A,N/A,25.9,Complete,1,N/A,N/A,N/A,N/A,00:00:37.483
N/A,N/A,41.6,Complete,1,N/A,N/A,N/A,N/A,00:00:40.579
N/A,N/A,14.6,Complete,1,N/A,N/A,N/A,N/A,00:00:45.817
N/A,N/A,24.6,Incomplete,1,N/A,N/A,N/A,N/A,00:01:03.946
N/A,N/A,10.4,Incomplete,1,N/A,N/A,N/A,N/A,00:01:06.005
N/A,N/A,10.5,Complete,1,N/A,N/A,N/A,N/A,00:01:07.469
N/A,N/A,10.7,Incomplete,1,N/A,N/A,N/A,N/A,00:01:08.640
N/A,N/A,9.2,Out,1,N/A,N/A,N/A,N/A,00:01:09.691
N/A,N/A,18.6,Complete,1,N/A,N/A,N/A,N/A,00:01:19.306
N/A,N/A,40.5,Incomplete,1,N/A,N/A,N/A,N/A,00:01:24.402
N/A,N/A,29.4,Incomplete,1,N/A,N/A,N/A,N/A,00:01:29.269
N/A,N/A,101.0,Incomplete,1,N/A,N/A,N/A,N/A,00:01:44.605
N/A,N/A,14.7,Incomplete,1,N/A,N/A,N/A,N/A,00:01:52.342
N/A,N/A,10.7,Complete,1,N/A,N/A,N/A,N/A,00:02:13.018
N/A,N/A,8.0,Complete,1,N/A,N/A,N/A,N/A,00:02:13.989
N/A,N/A,13.0,Complete,1,N/A,N/A,N/A,N/A,00:02:14.713
N/A,N/A,9.0,Complete,1,N/A,N/A,N/A,N/A,00:02:17.759
N/A,N/A,8.4,Complete,1,N/A,N/A,N/A,N/A,00:02:18.937
N/A,N/A,33.2,Incomplete,1,N/A,N/A,N/A,N/A,00:02:20.342
N/A,N/A,34.1,Complete,1,N/A,N/A,N/A,N/A,00:02:26.440
N/A,N/A,45.8,Incomplete,1,N/A,N/A,N/A,N/A,00:02:30.870
N/A,N/A,38.3,Complete,1,N/A,N/A,N/A,N/A,00:02:57.383
N/A,N/A,63.1,Incomplete,1,N/A,N/A,N/A,N/A,00:03:28.200
N/A,N/A,10.7,Incomplete,1,N/A,N/A,N/A,N/A,00:03:31.658
N/A,N/A,18.6,Complete,1,N/A,N/A,N/A,N/A,00:03:33.232
N/A,N/A,8.2,Complete,1,N/A,N/A,N/A,N/A,00:03:37.317
N/A,N/A,36.8,Complete,1,N/A,N/A,N/A,N/A,00:03:39.630
N/A,N/A,30.4,Unknown,1,N/A,N/A,N/A,N/A,00:03:43.631
N/A,N/A,62.0,Complete,1,N/A,N/A,N/A,N/A,00:04:11.318
N/A,N/A,5.6,Incomplete,1,N/A,N/A,N/A,N/A,00:04:17.699
N/A,N/A,12.2,Complete,1,N/A,N/A,N/A,N/A,00:04:18.818
N/A,N/A,51.8,Complete,1,N/A,N/A,N/A,N/A,00:04:21.351
N/A,N/A,13.3,Complete,1,N/A,N/A,N/A,N/A,00:04:25.154
N/A,N/A,4.7,Complete,1,N/A,N/A,N/A,N/A,00:04:26.182
N/A,N/A,11.9,Complete,1,N/A,N/A,N/A,N/A,00:04:31.745
N/A,N/A,18.4,Incomplete,1,N/A,N/A,N/A,N/A,00:04:47.780
N/A,N/A,11.8,Complete,1,N/A,N/A,N/A,N/A,00:04:49.660
N/A,N/A,9.2,Incomplete,1,N/A,N/A,N/A,N/A,00:04:50.737
N/A,N/A,50.1,Incomplete,1,N/A,N/A,N/A,N/A,00:04:53.154
N/A,N/A,21.6,Complete,1,N/A,N/A,N/A,N/A,00:05:04.628
N/A,N/A,29.8,Complete,1,N/A,N/A,N/A,N/A,00:05:08.232
N/A,N/A,21.5,Complete,1,N/A,N/A,N/A,N/A,00:05:13.800
N/A,N/A,11.1,Complete,1,N/A,N/A,N/A,N/A,00:05:18.724
N/A,N/A,23.6,Complete,1,N/A,N/A,N/A,N/A,00:05:22.283
N/A,N/A,17.9,Complete,1,N/A,N/A,N/A,N/A,00:05:24.862
N/A,N/A,16.6,Complete,1,N/A,N/A,N/A,N/A,00:05:33.840
N/A,N/A,18.4,Complete,1,N/A,N/A,N/A,N/A,00:05:35.593
N/A,N/A,40.2,Out,1,N/A,N/A,N/A,N/A,00:05:37.923
N/A,N/A,85.5,Out,1,N/A,N/A,N/A,N/A,00:06:06.400
N/A,N/A,11.8,Complete,1,N/A,N/A,N/A,N/A,00:06:18.094
N/A,N/A,6.7,Complete,1,N/A,N/A,N/A,N/A,00:06:18.943
N/A,N/A,5.7,Incomplete,1,N/A,N/A,N/A,N/A,00:06:22.186
N/A,N/A,25.1,Complete,1,N/A,N/A,N/A,N/A,00:06:31.473
N/A,N/A,5.5,Complete,1,N/A,N/A,N/A,N/A,00:06:35.269
N/A,N/A,7.1,Complete,1,N/A,N/A,N/A,N/A,00:06:38.413
N/A,N/A,38.7,Complete,1,N/A,N/A,N/A,N/A,00:06:39.914
N/A,N/A,30.5,Complete,1,N/A,N/A,N/A,N/A,00:06:45.431
N/A,N/A,23.4,Incomplete,1,N/A,N/A,N/A,N/A,00:06:50.809
N/A,N/A,19.2,Complete,1,N/A,N/A,N/A,N/A,00:06:53.234
N/A,N/A,49.0,Complete,1,N/A,N/A,N/A,N/A,00:06:56.857
N/A,N/A,18.8,Incomplete,1,N/A,N/A,N/A,N/A,00:06:59.259
N/A,N/A,7.1,Complete,1,N/A,N/A,N/A,N/A,00:07:24.643
N/A,N/A,64.0,Out,1,N/A,N/A,N/A,N/A,00:07:28.657
N/A,N/A,10.1,Complete,1,N/A,N/A,N/A,N/A,00:07:47.897
N/A,N/A,10.3,Complete,1,N/A,N/A,N/A,N/A,00:07:48.748
N/A,N/A,32.8,Out,1,N/A,N/A,N/A,N/A,00:07:49.678
N/A,N/A,28.0,Complete,1,N/A,N/A,N/A,N/A,00:07:56.528
N/A,N/A,15.3,Complete,1,N/A,N/A,N/A,N/A,00:07:58.858
N/A,N/A,5.8,Incomplete,1,N/A,N/A,N/A,N/A,00:08:00.663
N/A,N/A,43.1,Incomplete,1,N/A,N/A,N/A,N/A,00:08:26.014
N/A,N/A,29.2,Incomplete,1,N/A,N/A,N/A,N/A,00:09:03.309
N/A,N/A,12.9,Complete,1,N/A,N/A,N/A,N/A,00:09:20.570
N/A,N/A,25.0,Incomplete,1,N/A,N/A,N/A,N/A,00:09:23.274
N/A,N/A,10.8,Complete,1,N/A,N/A,N/A,N/A,00:09:24.756
N/A,N/A,14.7,Complete,1,N/A,N/A,N/A,N/A,00:09:40.222
N/A,N/A,15.5,Complete,1,N/A,N/A,N/A,N/A,00:09:44.060
N/A,N/A,43.6,Complete,1,N/A,N/A,N/A,N/A,00:09:45.564
N/A,N/A,14.9,Complete,1,N/A,N/A,N/A,N/A,00:09:47.959
N/A,N/A,23.6,Complete,1,N/A,N/A,N/A,N/A,00:10:39.517
N/A,N/A,15.8,Complete,1,N/A,N/A,N/A,N/A,00:10:43.435
N/A,N/A,17.6,Complete,1,N/A,N/A,N/A,N/A,00:10:46.496
N/A,N/A,15.3,Complete,1,N/A,N/A,N/A,N/A,00:10:57.057
N/A,N/A,2.4,Incomplete,1,N/A,N/A,N/A,N/A,00:10:59.564
N/A,N/A,35.6,Complete,1,N/A,N/A,N/A,N/A,00:11:05.619
N/A,N/A,17.0,Incomplete,1,N/A,N/A,N/A,N/A,00:11:07.733
N/A,N/A,8.8,Complete,1,N/A,N/A,N/A,N/A,00:11:09.621
N/A,N/A,28.1,Incomplete,1,N/A,N/A,N/A,N/A,00:11:10.645
N/A,N/A,25.6,Incomplete,1,N/A,N/A,N/A,N/A,00:11:12.941
N/A,N/A,24.8,Incomplete,1,N/A,N/A,N/A,N/A,00:11:14.660
N/A,N/A,18.2,Complete,1,N/A,N/A,N/A,N/A,00:11:19.163
N/A,N/A,55.2,Complete,1,N/A,N/A,N/A,N/A,00:11:37.345
N/A,N/A,15.6,Incomplete,1,N/A,N/A,N/A,N/A,00:11:39.463
N/A,N/A,37.6,Incomplete,1,N/A,N/A,N/A,N/A,00:11:43.196
N/A,N/A,14.5,Incomplete,1,N/A,N/A,N/A,N/A,00:11:45.098
N/A,N/A,16.7,Complete,1,N/A,N/A,N/A,N/A,00:11:46.774
N/A,N/A,16.4,Complete,1,N/A,N/A,N/A,N/A,00:11:59.510
N/A,N/A,45.0,Complete,1,N/A,N/A,N/A,N/A,00:12:03.205
N/A,N/A,13.9,Complete,1,N/A,N/A,N/A,N/A,00:12:06.308
N/A,N/A,12.5,Complete,1,N/A,N/A,N/A,N/A,00:12:08.811
N/A,N/A,26.0,Complete,1,N/A,N/A,N/A,N/A,00:12:11.378
N/A,N/A,33.7,Complete,1,N/A,N/A,N/A,N/A,00:12:15.650
N/A,N/A,36.9,Out,1,N/A,N/A,N/A,N/A,00:12:18.166
N/A,N/A,32.5,Incomplete,1,N/A,N/A,N/A,N/A,00:12:34.052
N/A,N/A,37.3,Complete,1,N/A,N/A,N/A,N/A,00:13:41.759
N/A,N/A,35.2,Complete,1,N/A,N/A,N/A,N/A,00:13:42.796
N/A,N/A,22.1,Complete,1,N/A,N/A,N/A,N/A,00:13:45.711
N/A,N/A,15.6,Complete,1,N/A,N/A,N/A,N/A,00:13:48.296
N/A,N/A,25.1,Complete,1,N/A,N/A,N/A,N/A,00:13:52.343
N/A,N/A,10.9,Complete,1,N/A,N/A,N/A,N/A,00:13:55.257
N/A,N/A,14.9,Complete,1,N/A,N/A,N/A,N/A,00:14:02.447
N/A,N/A,15.1,Pass Offside,1,N/A,N/A,N/A,N/A,00:14:03.249
N/A,N/A,45.2,Complete,1,N/A,N/A,N/A,N/A,00:14:31.441
N/A,N/A,23.2,Complete,1,N/A,N/A,N/A,N/A,00:14:33.083
N/A,N/A,34.9,Incomplete,1,N/A,N/A,N/A,N/A,00:14:36.078
N/A,N/A,36.5,Incomplete,1,N/A,N/A,N/A,N/A,00:14:37.855
N/A,N/A,29.1,Complete,1,N/A,N/A,N/A,N/A,00:14:44.600
N/A,N/A,32.0,Incomplete,1,N/A,N/A,N/A,N/A,00:14:47.159
N/A,N/A,15.9,Unknown,1,N/A,N/A,N/A,N/A,00:14:48.720
N/A,N/A,27.8,Complete,1,N/A,N/A,N/A,N/A,00:15:05.805
N/A,N/A,17.7,Complete,1,N/A,N/A,N/A,N/A,00:15:14.466
N/A,N/A,24.4,Complete,1,N/A,N/A,N/A,N/A,00:15:15.507
N/A,N/A,29.7,Incomplete,1,N/A,N/A,N/A,N/A,00:15:20.249
N/A,N/A,15.1,Complete,1,N/A,N/A,N/A,N/A,00:15:28.956
N/A,N/A,12.1,Complete,1,N/A,N/A,N/A,N/A,00:15:30.257
N/A,N/A,12.1,Complete,1,N/A,N/A,N/A,N/A,00:15:34.049
N/A,N/A,34.0,Complete,1,N/A,N/A,N/A,N/A,00:15:38.567
N/A,N/A,66.4,Unknown,1,N/A,N/A,N/A,N/A,00:16:12.897
N/A,N/A,13.0,Complete,1,N/A,N/A,N/A,N/A,00:16:22.387
N/A,N/A,25.2,Complete,1,N/A,N/A,N/A,N/A,00:16:27.184
N/A,N/A,47.7,Complete,1,N/A,N/A,N/A,N/A,00:16:31.248
N/A,N/A,16.2,Complete,1,N/A,N/A,N/A,N/A,00:16:33.947
N/A,N/A,32.5,Complete,1,N/A,N/A,N/A,N/A,00:16:39.942
N/A,N/A,19.2,Complete,1,N/A,N/A,N/A,N/A,00:16:45.963
N/A,N/A,19.9,Incomplete,1,N/A,N/A,N/A,N/A,00:16:47.101
N/A,N/A,17.0,Incomplete,1,N/A,N/A,N/A,N/A,00:16:49.374
N/A,N/A,25.7,Complete,1,N/A,N/A,N/A,N/A,00:16:51.017
N/A,N/A,35.8,Complete,1,N/A,N/A,N/A,N/A,00:16:54.295
N/A,N/A,23.6,Incomplete,1,N/A,N/A,N/A,N/A,00:17:01.784
N/A,N/A,23.4,Complete,1,N/A,N/A,N/A,N/A,00:17:05.804
N/A,N/A,11.8,Complete,1,N/A,N/A,N/A,N/A,00:17:10.452
N/A,N/A,10.3,Complete,1,N/A,N/A,N/A,N/A,00:17:11.200
N/A,N/A,30.6,Complete,1,N/A,N/A,N/A,N/A,00:17:19.107
N/A,N/A,10.8,Complete,1,N/A,N/A,N/A,N/A,00:17:21.594
N/A,N/A,29.8,Complete,1,N/A,N/A,N/A,N/A,00:17:24.767
N/A,N/A,42.2,Complete,1,N/A,N/A,N/A,N/A,00:17:27.605
N/A,N/A,16.9,Complete,1,N/A,N/A,N/A,N/A,00:17:32.680
N/A,N/A,32.6,Complete,1,N/A,N/A,N/A,N/A,00:17:36.518
N/A,N/A,66.4,Incomplete,1,N/A,N/A,N/A,N/A,00:18:08.434
N/A,N/A,34.9,Incomplete,1,N/A,N/A,N/A,N/A,00:18:11.816
N/A,N/A,30.0,Complete,1,N/A,N/A,N/A,N/A,00:18:18.385
N/A,N/A,58.2,Incomplete,1,N/A,N/A,N/A,N/A,00:18:25.327
N/A,N/A,16.5,Incomplete,1,N/A,N/A,N/A,N/A,00:18:28.064
N/A,N/A,9.2,Complete,1,N/A,N/A,N/A,N/A,00:18:31.460
N/A,N/A,14.6,Complete,1,N/A,N/A,N/A,N/A,00:18:35.324
N/A,N/A,19.4,Complete,1,N/A,N/A,N/A,N/A,00:18:37.871
N/A,N/A,17.6,Complete,1,N/A,N/A,N/A,N/A,00:18:38.810
N/A,N/A,88.0,Incomplete,1,N/A,N/A,N/A,N/A,00:19:10.571
N/A,N/A,19.2,Complete,1,N/A,N/A,N/A,N/A,00:19:12.559
N/A,N/A,51.6,Incomplete,1,N/A,N/A,N/A,N/A,00:19:26.329
N/A,N/A,35.9,Incomplete,1,N/A,N/A,N/A,N/A,00:19:29.141
N/A,N/A,20.8,Complete,1,N/A,N/A,N/A,N/A,00:19:32.957
N/A,N/A,52.2,Incomplete,1,N/A,N/A,N/A,N/A,00:19:44.411
N/A,N/A,20.4,Incomplete,1,N/A,N/A,N/A,N/A,00:19:48.226
N/A,N/A,16.0,Incomplete,1,N/A,N/A,N/A,N/A,00:19:49.785
N/A,N/A,11.2,Incomplete,1,N/A,N/A,N/A,N/A,00:19:51.194
N/A,N/A,20.4,Complete,1,N/A,N/A,N/A,N/A,00:19:53.271
N/A,N/A,15.6,Complete,1,N/A,N/A,N/A,N/A,00:19:57.363
N/A,N/A,55.7,Complete,1,N/A,N/A,N/A,N/A,00:20:35.497
N/A,N/A,43.1,Complete,1,N/A,N/A,N/A,N/A,00:20:41.595
N/A,N/A,8.7,Complete,1,N/A,N/A,N/A,N/A,00:20:53.968
N/A,N/A,21.4,Complete,1,N/A,N/A,N/A,N/A,00:20:56.776
N/A,N/A,34.6,Complete,1,N/A,N/A,N/A,N/A,00:21:01.389
N/A,N/A,10.6,Complete,1,N/A,N/A,N/A,N/A,00:21:05.322
N/A,N/A,20.3,Complete,1,N/A,N/A,N/A,N/A,00:21:07.786
N/A,N/A,20.1,Complete,1,N/A,N/A,N/A,N/A,00:21:11.383
N/A,N/A,39.1,Complete,1,N/A,N/A,N/A,N/A,00:21:14.331
N/A,N/A,57.1,Incomplete,1,N/A,N/A,N/A,N/A,00:21:19.156
N/A,N/A,29.3,Incomplete,1,N/A,N/A,N/A,N/A,00:21:22.043
N/A,N/A,16.3,Incomplete,1,N/A,N/A,N/A,N/A,00:21:24.836
N/A,N/A,8.0,Complete,1,N/A,N/A,N/A,N/A,00:21:26.293
N/A,N/A,10.5,Incomplete,1,N/A,N/A,N/A,N/A,00:21:27.670
N/A,N/A,8.9,Complete,1,N/A,N/A,N/A,N/A,00:21:29.722
N/A,N/A,23.4,Complete,1,N/A,N/A,N/A,N/A,00:21:49.420
N/A,N/A,10.3,Complete,1,N/A,N/A,N/A,N/A,00:21:51.206
N/A,N/A,10.8,Complete,1,N/A,N/A,N/A,N/A,00:21:53.130
N/A,N/A,24.4,Complete,1,N/A,N/A,N/A,N/A,00:21:55.298
N/A,N/A,16.3,Complete,1,N/A,N/A,N/A,N/A,00:21:58.082
N/A,N/A,15.2,Complete,1,N/A,N/A,N/A,N/A,00:21:59.952
N/A,N/A,12.8,Complete,1,N/A,N/A,N/A,N/A,00:22:00.684
N/A,N/A,26.3,Complete,1,N/A,N/A,N/A,N/A,00:22:02.475
N/A,N/A,8.8,Complete,1,N/A,N/A,N/A,N/A,00:22:05.365
N/A,N/A,22.6,Complete,1,N/A,N/A,N/A,N/A,00:22:09.609
N/A,N/A,20.6,Complete,1,N/A,N/A,N/A,N/A,00:22:14.986
N/A,N/A,16.3,Complete,1,N/A,N/A,N/A,N/A,00:22:17.062
N/A,N/A,46.9,Complete,1,N/A,N/A,N/A,N/A,00:22:21.929
N/A,N/A,28.6,Complete,1,N/A,N/A,N/A,N/A,00:22:34.134
N/A,N/A,34.3,Complete,1,N/A,N/A,N/A,N/A,00:22:38.216
N/A,N/A,16.6,Complete,1,N/A,N/A,N/A,N/A,00:22:42.176
N/A,N/A,35.1,Out,1,N/A,N/A,N/A,N/A,00:22:46.231
N/A,N/A,65.8,Complete,1,N/A,N/A,N/A,N/A,00:23:21.396
N/A,N/A,29.5,Incomplete,1,N/A,N/A,N/A,N/A,00:23:24.520
N/A,N/A,27.0,Complete,1,N/A,N/A,N/A,N/A,00:23:45.750
N/A,N/A,12.8,Complete,1,N/A,N/A,N/A,N/A,00:23:53.517
N/A,N/A,40.9,Out,1,N/A,N/A,N/A,N/A,00:23:55.442
N/A,N/A,51.5,Incomplete,1,N/A,N/A,N/A,N/A,00:24:16.939
N/A,N/A,5.9,Unknown,1,N/A,N/A,N/A,N/A,00:24:20.351
N/A,N/A,38.8,Complete,1,N/A,N/A,N/A,N/A,00:24:33.559
N/A,N/A,12.6,Complete,1,N/A,N/A,N/A,N/A,00:24:38.949
N/A,N/A,25.9,Complete,1,N/A,N/A,N/A,N/A,00:24:43.777
N/A,N/A,22.4,Complete,1,N/A,N/A,N/A,N/A,00:24:46.972
N/A,N/A,50.1,Out,1,N/A,N/A,N/A,N/A,00:24:52.135
N/A,N/A,29.8,Complete,1,N/A,N/A,N/A,N/A,00:25:10.456
N/A,N/A,12.0,Incomplete,1,N/A,N/A,N/A,N/A,00:25:12.152
N/A,N/A,14.8,Complete,1,N/A,N/A,N/A,N/A,00:25:17.990
N/A,N/A,14.8,Pass Offside,1,N/A,N/A,N/A,N/A,00:25:20.386
N/A,N/A,30.9,Complete,1,N/A,N/A,N/A,N/A,00:25:33.630
N/A,N/A,12.5,Complete,1,N/A,N/A,N/A,N/A,00:25:38.392
N/A,N/A,23.8,Complete,1,N/A,N/A,N/A,N/A,00:25:41.532
N/A,N/A,22.7,Complete,1,N/A,N/A,N/A,N/A,00:25:48.686
N/A,N/A,17.9,Complete,1,N/A,N/A,N/A,N/A,00:25:55.559
N/A,N/A,31.3,Complete,1,N/A,N/A,N/A,N/A,00:25:58.119
N/A,N/A,10.7,Complete,1,N/A,N/A,N/A,N/A,00:26:00.891
N/A,N/A,18.1,Complete,1,N/A,N/A,N/A,N/A,00:26:05.021
N/A,N/A,32.3,Incomplete,1,N/A,N/A,N/A,N/A,00:26:08.048
N/A,N/A,18.7,Complete,1,N/A,N/A,N/A,N/A,00:26:09.461
N/A,N/A,73.0,Complete,1,N/A,N/A,N/A,N/A,00:26:14.275
N/A,N/A,17.3,Incomplete,1,N/A,N/A,N/A,N/A,00:26:20.524
N/A,N/A,32.8,Complete,1,N/A,N/A,N/A,N/A,00:26:38.102
N/A,N/A,19.1,Complete,1,N/A,N/A,N/A,N/A,00:26:41.343
N/A,N/A,16.4,Complete,1,N/A,N/A,N/A,N/A,00:26:47.513
N/A,N/A,11.3,Complete,1,N/A,N/A,N/A,N/A,00:26:49.253
N/A,N/A,26.4,Out,1,N/A,N/A,N/A,N/A,00:26:51.330
N/A,N/A,35.2,Incomplete,1,N/A,N/A,N/A,N/A,00:27:14.922
N/A,N/A,9.3,Complete,1,N/A,N/A,N/A,N/A,00:27:18.265
N/A,N/A,41.2,Complete,1,N/A,N/A,N/A,N/A,00:27:18.924
N/A,N/A,16.5,Complete,1,N/A,N/A,N/A,N/A,00:27:29.507
N/A,N/A,19.9,Complete,1,N/A,N/A,N/A,N/A,00:27:31.168
N/A,N/A,46.3,Complete,1,N/A,N/A,N/A,N/A,00:27:34.177
N/A,N/A,13.7,Complete,1,N/A,N/A,N/A,N/A,00:27:38.016
N/A,N/A,9.6,Complete,1,N/A,N/A,N/A,N/A,00:27:42.808
N/A,N/A,7.2,Incomplete,1,N/A,N/A,N/A,N/A,00:27:43.599
N/A,N/A,9.2,Complete,1,N/A,N/A,N/A,N/A,00:27:44.876
N/A,N/A,16.3,Incomplete,1,N/A,N/A,N/A,N/A,00:27:46.413
N/A,N/A,11.7,Complete,1,N/A,N/A,N/A,N/A,00:27:47.866
N/A,N/A,14.0,Complete,1,N/A,N/A,N/A,N/A,00:27:50.163
N/A,N/A,11.2,Complete,1,N/A,N/A,N/A,N/A,00:27:53.232
